,Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
172,2327,"Z Liu, H Hu, Y Lin, Z Yao, Z Xie, Y Wei…",Swin transformer v2: Scaling up capacity and resolution,2022,Proceedings of the …,openaccess.thecvf.com,http://openaccess.thecvf.com/content/CVPR2022/html/Liu_Swin_Transformer_V2_Scaling_Up_Capacity_and_Resolution_CVPR_2022_paper.html,https://scholar.google.com/scholar?cites=15329990143169836178&as_sdt=2005&sciodt=2007&hl=en,185,2025-04-10 10:45:08,,,,,,,,,2327,775.67,332,7,3,"… Transformer model and effectively transfer it to various vision tasks involving high-resolution images or windows, achieving the state-ofthe-art accuracy on a variety of benchmarks… of se…",https://openaccess.thecvf.com/content/CVPR2022/papers/Liu_Swin_Transformer_V2_Scaling_Up_Capacity_and_Resolution_CVPR_2022_paper.pdf,https://scholar.google.com/scholar?q=related:krTgPdAQv9QJ:scholar.google.com/&scioq=%22llm%22%7C%22large+language+model%22%7C%22bert*%22%7C%22transformer%22+benchmark*%7Ceval*%7Cdataset%7Cmetric+%22software+engineering%22%7C%22se%22%7C%22llm4se%22&hl=en&as_sdt=2007&as_ylo=2022
173,141,"Y Gao, M Zhou, D Liu, Z Yan, S Zhang…","A data-scalable transformer for medical image segmentation: architecture, model efficiency, and benchmark",2022,arXiv preprint arXiv …,arxiv.org,https://arxiv.org/abs/2203.00131,https://scholar.google.com/scholar?cites=8636762778479383554&as_sdt=2005&sciodt=2007&hl=en,186,2025-04-10 10:45:08,,,,,,,,,141,47.0,24,6,3,"… To tackle these challenges, we present MedFormer, a data-scalable Transformer designed for generalizable 3D medical image segmentation. Our approach incorporates three key …",https://arxiv.org/pdf/2203.00131,https://scholar.google.com/scholar?q=related:AlSUzPzx23cJ:scholar.google.com/&scioq=%22llm%22%7C%22large+language+model%22%7C%22bert*%22%7C%22transformer%22+benchmark*%7Ceval*%7Cdataset%7Cmetric+%22software+engineering%22%7C%22se%22%7C%22llm4se%22&hl=en&as_sdt=2007&as_ylo=2022
174,40,"I García-Ferrero, R Agerri, AA Salazar, E Cabrio…",Medical mT5: an open-source multilingual text-to-text LLM for the medical domain,2024,arXiv preprint arXiv …,arxiv.org,https://arxiv.org/abs/2404.07613,https://scholar.google.com/scholar?cites=3980897847476561582&as_sdt=2005&sciodt=2007&hl=en,187,2025-04-10 10:45:08,,,,,,,,,40,40.0,8,5,1,"… on automated medical texts benchmarks, they have been pre-trained … Additionally, we present two new evaluation benchmarks for … With its decoder block, T5 is capable of generating se…",https://arxiv.org/pdf/2404.07613,https://scholar.google.com/scholar?q=related:rib1JYD9PjcJ:scholar.google.com/&scioq=%22llm%22%7C%22large+language+model%22%7C%22bert*%22%7C%22transformer%22+benchmark*%7Ceval*%7Cdataset%7Cmetric+%22software+engineering%22%7C%22se%22%7C%22llm4se%22&hl=en&as_sdt=2007&as_ylo=2022
175,251,"Y Dong, X Jiang, Z Jin, G Li",Self-collaboration code generation via chatgpt,2024,… Transactions on Software Engineering and …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3672459,https://scholar.google.com/scholar?cites=14068134124059091664&as_sdt=2005&sciodt=2007&hl=en,188,2025-04-10 10:45:08,,10.1145/3672459,,,,,,,251,251.0,63,4,1,"… Consequently, it is prevalent to control LLM generation using … Specifically, we ask an LLM to act as a particular role that has a … In addition to the case study on HumanEval benchmark …",https://dl.acm.org/doi/full/10.1145/3672459,https://scholar.google.com/scholar?q=related:0OIXHXMNPMMJ:scholar.google.com/&scioq=%22llm%22%7C%22large+language+model%22%7C%22bert*%22%7C%22transformer%22+benchmark*%7Ceval*%7Cdataset%7Cmetric+%22software+engineering%22%7C%22se%22%7C%22llm4se%22&hl=en&as_sdt=2007&as_ylo=2022
176,82,M Renze,The effect of sampling temperature on problem solving in large language models,2024,Findings of the Association for Computational …,aclanthology.org,https://aclanthology.org/2024.findings-emnlp.432/,https://scholar.google.com/scholar?cites=8179751006931543111&as_sdt=2005&sciodt=2007&hl=en,189,2025-04-10 10:45:08,,,,,,,,,82,82.0,82,1,1,"… sampling problems from standard LLM benchmarks. Then, we used … As a result, optimal temperature selection is also a balance … LLM temperature up to 1.0 does not cause the LLM to …",https://aclanthology.org/2024.findings-emnlp.432.pdf,https://scholar.google.com/scholar?q=related:R2RM3zNQhHEJ:scholar.google.com/&scioq=%22llm%22%7C%22large+language+model%22%7C%22bert*%22%7C%22transformer%22+benchmark*%7Ceval*%7Cdataset%7Cmetric+%22software+engineering%22%7C%22se%22%7C%22llm4se%22&hl=en&as_sdt=2007&as_ylo=2022
177,518,"Z Chen, Y Deng, H Yuan, K Ji, Q Gu",Self-play fine-tuning converts weak language models to strong language models,2024,arXiv preprint arXiv:2401.01335,arxiv.org,https://arxiv.org/abs/2401.01335,https://scholar.google.com/scholar?cites=5894388903338122881&as_sdt=2005&sciodt=2007&hl=en,190,2025-04-10 10:45:08,,,,,,,,,518,518.0,104,5,1,"… LLM Leaderboard, MT-Bench, and datasets from Big-Bench. Our results show that SPIN can significantly improve the LLM’s performance across a variety of benchmarks … is a sequence …",https://arxiv.org/pdf/2401.01335,https://scholar.google.com/scholar?q=related:gR55T3oTzVEJ:scholar.google.com/&scioq=%22llm%22%7C%22large+language+model%22%7C%22bert*%22%7C%22transformer%22+benchmark*%7Ceval*%7Cdataset%7Cmetric+%22software+engineering%22%7C%22se%22%7C%22llm4se%22&hl=en&as_sdt=2007&as_ylo=2022
178,35,"HML Babe, S Nguyen, Y Zi, A Guha…",StudentEval: A benchmark of student-written prompts for large language models of code,2023,arXiv preprint arXiv …,arxiv.org,https://arxiv.org/abs/2306.04556,https://scholar.google.com/scholar?cites=16193343836086653008&as_sdt=2005&sciodt=2007&hl=en,191,2025-04-10 10:45:08,,,,,,,,,35,17.5,7,5,2,"… In this paper, we present a Code LLM benchmark in a context where this assumption does not hold: beginning programmers using Code LLMs. Our STUDENTEVAL dataset contains …",https://arxiv.org/pdf/2306.04556,https://scholar.google.com/scholar?q=related:UNC0Q2xQuuAJ:scholar.google.com/&scioq=%22llm%22%7C%22large+language+model%22%7C%22bert*%22%7C%22transformer%22+benchmark*%7Ceval*%7Cdataset%7Cmetric+%22software+engineering%22%7C%22se%22%7C%22llm4se%22&hl=en&as_sdt=2007&as_ylo=2022
179,68,"S Zhao, B Ma",Mossformer: Pushing the performance limit of monaural speech separation using gated single-head transformer with convolution-augmented joint self-attentions,2023,… 2023-2023 IEEE International Conference on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/10096646/,https://scholar.google.com/scholar?cites=1158579836348860&as_sdt=2005&sciodt=2007&hl=en,192,2025-04-10 10:45:08,,,,,,,,,68,34.0,34,2,2,… Due to the quadratic complexity over the input sequence in … in the existing dual-path Transformer models to learn local … settings using the speech separation benchmarks of WSJ0-2/…,https://arxiv.org/pdf/2302.11824,https://scholar.google.com/scholar?q=related:vOmW47gdBAAJ:scholar.google.com/&scioq=%22llm%22%7C%22large+language+model%22%7C%22bert*%22%7C%22transformer%22+benchmark*%7Ceval*%7Cdataset%7Cmetric+%22software+engineering%22%7C%22se%22%7C%22llm4se%22&hl=en&as_sdt=2007&as_ylo=2022
180,47,"J Tönshoff, M Ritzert, E Rosenbluth…",Where did the gap go? reassessing the long-range graph benchmark,2023,arXiv preprint arXiv …,arxiv.org,https://arxiv.org/abs/2309.00367,https://scholar.google.com/scholar?cites=4704065629348586585&as_sdt=2005&sciodt=2007&hl=en,193,2025-04-10 10:45:08,,,,,,,,,47,23.5,12,4,2,"… [3], and GatedGCN [4] as well as the graph transformer GPS [5]. There are many more MPGNN … Many newer graph transformer architectures have reported results on LRGB datasets, …",https://arxiv.org/pdf/2309.00367,https://scholar.google.com/scholar?q=related:WWRyRcQySEEJ:scholar.google.com/&scioq=%22llm%22%7C%22large+language+model%22%7C%22bert*%22%7C%22transformer%22+benchmark*%7Ceval*%7Cdataset%7Cmetric+%22software+engineering%22%7C%22se%22%7C%22llm4se%22&hl=en&as_sdt=2007&as_ylo=2022
181,34,"X Wang, N Chen, J Chen, Y Wang, G Zhen…",Apollo: A Lightweight Multilingual Medical LLM towards Democratizing Medical AI to 6B People,2024,arXiv preprint arXiv …,arxiv.org,https://arxiv.org/abs/2403.03640,https://scholar.google.com/scholar?cites=10066779539659953414&as_sdt=2005&sciodt=2007&hl=en,194,2025-04-10 10:45:08,,,,,,,,,34,34.0,6,6,1,"… medical evaluation XMedBench and conduct extensive benchmark of existing models. … For paragraph interception, we divide it according to the basic semantic units in the data set. …",https://arxiv.org/pdf/2403.03640,https://scholar.google.com/scholar?q=related:BhWavaditIsJ:scholar.google.com/&scioq=%22llm%22%7C%22large+language+model%22%7C%22bert*%22%7C%22transformer%22+benchmark*%7Ceval*%7Cdataset%7Cmetric+%22software+engineering%22%7C%22se%22%7C%22llm4se%22&hl=en&as_sdt=2007&as_ylo=2022
182,51,"R Nayak, R Joshi",L3Cube-HingCorpus and HingBERT: A code mixed Hindi-English dataset and BERT language models,2022,arXiv preprint arXiv:2204.08398,arxiv.org,https://arxiv.org/abs/2204.08398,https://scholar.google.com/scholar?cites=1881809634397804103&as_sdt=2005&sciodt=2007&hl=en,195,2025-04-10 10:45:08,,,,,,,,,51,17.0,26,2,3,… As pre-trained transformer-based architectures are gaining … benchmark. The HingGPT is a GPT2 based generative … mujhe bas apna rehna ... teri ek muskan se bhi mangi hui har …,https://arxiv.org/pdf/2204.08398,https://scholar.google.com/scholar?q=related:R1YwaeSHHRoJ:scholar.google.com/&scioq=%22llm%22%7C%22large+language+model%22%7C%22bert*%22%7C%22transformer%22+benchmark*%7Ceval*%7Cdataset%7Cmetric+%22software+engineering%22%7C%22se%22%7C%22llm4se%22&hl=en&as_sdt=2007&as_ylo=2022
183,3,"J Oh, S Kim, J Seo, J Wang, R Xu…",Erbench: An entity-relationship based automatically verifiable hallucination benchmark for large language models,2024,Advances in Neural …,proceedings.neurips.cc,https://proceedings.neurips.cc/paper_files/paper/2024/hash/5ef9853a6cdea40ae3e301a6d8dc32b5-Abstract-Datasets_and_Benchmarks_Track.html,https://scholar.google.com/scholar?cites=7156659910300616545&as_sdt=2005&sciodt=2007&hl=en,196,2025-04-10 10:45:08,,,,,,,,,3,3.0,1,6,1,"… (1) We propose ERBench, the first LLM benchmark to systematically utilize relational databases to construct complex questions where the model reasoning can be automatically verified…",https://proceedings.neurips.cc/paper_files/paper/2024/file/5ef9853a6cdea40ae3e301a6d8dc32b5-Paper-Datasets_and_Benchmarks_Track.pdf,https://scholar.google.com/scholar?q=related:YUe_U0WQUWMJ:scholar.google.com/&scioq=%22llm%22%7C%22large+language+model%22%7C%22bert*%22%7C%22transformer%22+benchmark*%7Ceval*%7Cdataset%7Cmetric+%22software+engineering%22%7C%22se%22%7C%22llm4se%22&hl=en&as_sdt=2007&as_ylo=2022
184,27,"C Cummins, V Seeker, D Grubisic, B Roziere…",Meta large language model compiler: Foundation models of compiler optimization,2024,arXiv preprint arXiv …,arxiv.org,https://arxiv.org/abs/2407.02524,https://scholar.google.com/scholar?cites=3643070004620199097&as_sdt=2005&sciodt=2007&hl=en,197,2025-04-10 10:45:08,,,,,,,,,27,27.0,5,5,1,… for software engineering tasks. To evaluate how the additional training of LLM Compiler FTD has affected the performance of code generation we use the same benchmark suites as in …,https://arxiv.org/pdf/2407.02524,https://scholar.google.com/scholar?q=related:uYREDd7IjjIJ:scholar.google.com/&scioq=%22llm%22%7C%22large+language+model%22%7C%22bert*%22%7C%22transformer%22+benchmark*%7Ceval*%7Cdataset%7Cmetric+%22software+engineering%22%7C%22se%22%7C%22llm4se%22&hl=en&as_sdt=2007&as_ylo=2022
185,131,"J Cha, W Kang, J Mun, B Roh",Honeybee: Locality-enhanced projector for multimodal llm,2024,Proceedings of the IEEE …,openaccess.thecvf.com,http://openaccess.thecvf.com/content/CVPR2024/html/Cha_Honeybee_Locality-enhanced_Projector_for_Multimodal_LLM_CVPR_2024_paper.html,https://scholar.google.com/scholar?cites=8011603843839625462&as_sdt=2005&sciodt=2007&hl=en,198,2025-04-10 10:45:08,,,,,,,,,131,131.0,33,4,1,"… 3) large language model (LLM). The vision encoder provides a sequence of region-level visual … We adopt four benchmarks specifically designed for Multimodal LLM (MLLM) evaluation, …",http://openaccess.thecvf.com/content/CVPR2024/papers/Cha_Honeybee_Locality-enhanced_Projector_for_Multimodal_LLM_CVPR_2024_paper.pdf,https://scholar.google.com/scholar?q=related:9gg3qT_vLm8J:scholar.google.com/&scioq=%22llm%22%7C%22large+language+model%22%7C%22bert*%22%7C%22transformer%22+benchmark*%7Ceval*%7Cdataset%7Cmetric+%22software+engineering%22%7C%22se%22%7C%22llm4se%22&hl=en&as_sdt=2007&as_ylo=2022
186,600,"D Guo, Q Zhu, D Yang, Z Xie, K Dong, W Zhang…",DeepSeek-Coder: When the Large Language Model Meets Programming--The Rise of Code Intelligence,2024,arXiv preprint arXiv …,arxiv.org,https://arxiv.org/abs/2401.14196,https://scholar.google.com/scholar?cites=11913807162998153357&as_sdt=2005&sciodt=2007&hl=en,199,2025-04-10 10:45:08,,,,,,,,,600,600.0,86,7,1,"… LLM in a zero-shot setting, while the MBPP benchmark includes 500 problems in a few-shot setting. To evaluate the model’s multilingual capabilities, we expanded the Python problems …",https://arxiv.org/pdf/2401.14196,https://scholar.google.com/scholar?q=related:jWACIX5YVqUJ:scholar.google.com/&scioq=%22llm%22%7C%22large+language+model%22%7C%22bert*%22%7C%22transformer%22+benchmark*%7Ceval*%7Cdataset%7Cmetric+%22software+engineering%22%7C%22se%22%7C%22llm4se%22&hl=en&as_sdt=2007&as_ylo=2022
187,29,"T Le-Cong, HJ Kang, TG Nguyen, SA Haryono…",Autopruner: transformer-based call graph pruning,2022,… Software Engineering …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3540250.3549175,https://scholar.google.com/scholar?cites=5989155672779674778&as_sdt=2005&sciodt=2007&hl=en,200,2025-04-10 10:45:08,,10.1145/3540250.3549175,,,,,,,29,9.67,6,5,3,"… Given a call graph constructed by traditional static analysis tools, AutoPruner takes a Transformer-… Our empirical evaluation on a benchmark dataset of real-world programs shows that …",https://arxiv.org/pdf/2209.03230,https://scholar.google.com/scholar?q=related:mlSMPFrBHVMJ:scholar.google.com/&scioq=%22llm%22%7C%22large+language+model%22%7C%22bert*%22%7C%22transformer%22+benchmark*%7Ceval*%7Cdataset%7Cmetric+%22software+engineering%22%7C%22se%22%7C%22llm4se%22&hl=en&as_sdt=2007&as_ylo=2022
188,4,"WC Ouédraogo, L Plein, K Kaboré, A Habib…",Enriching automatic test case generation by extracting relevant test inputs from bug reports,2025,… Software Engineering,Springer,https://link.springer.com/article/10.1007/s10664-025-10635-z,https://scholar.google.com/scholar?cites=17566988984536723553&as_sdt=2005&sciodt=2007&hl=en,50,2025-04-10 10:45:08,HTML,10.1007/s10664-025-10635-z,,,,,,,4,4.0,1,5,1,"… to benchmark our results against those obtained with EvoSuite. The prompts designed for the Tree of Thoughts (ToT) technique used in the LLM … with a Large Language Model (LLM), …",https://link.springer.com/article/10.1007/s10664-025-10635-z,https://scholar.google.com/scholar?q=related:YfCCVGh7yvMJ:scholar.google.com/&scioq=%22llm%22%7C%22large+language+model%22%7C%22bert*%22%7C%22transformer%22+benchmark*%7Ceval*%7Cdataset%7Cmetric+%22software+engineering%22%7C%22se%22%7C%22llm4se%22&hl=en&as_sdt=2007&as_ylo=2022
189,49,"S Kang, B Chen, S Yoo, JG Lou",Explainable automated debugging via large language model-driven scientific debugging,2025,Empirical Software Engineering,Springer,https://link.springer.com/article/10.1007/s10664-024-10594-x,https://scholar.google.com/scholar?cites=16496117783634841592&as_sdt=2005&sciodt=2007&hl=en,55,2025-04-10 10:45:08,HTML,10.1007/s10664-024-10594-x,,,,,,,49,49.0,12,4,1,"… In Table 2, we present the APR performance of AutoSDon the ARHE benchmark when compared with LLM-Base and the template-based baseline. Note that the template-based …",https://link.springer.com/article/10.1007/s10664-024-10594-x,https://scholar.google.com/scholar?q=related:-A-PWrn77eQJ:scholar.google.com/&scioq=%22llm%22%7C%22large+language+model%22%7C%22bert*%22%7C%22transformer%22+benchmark*%7Ceval*%7Cdataset%7Cmetric+%22software+engineering%22%7C%22se%22%7C%22llm4se%22&hl=en&as_sdt=2007&as_ylo=2022
190,31,"E Hemberg, S Moskal, UM O'Reilly",Evolving code with a large language model,2024,Genetic Programming and Evolvable …,Springer,https://link.springer.com/article/10.1007/s10710-024-09494-2,https://scholar.google.com/scholar?cites=14505454399088651657&as_sdt=2005&sciodt=2007&hl=en,114,2025-04-10 10:45:08,HTML,10.1007/s10710-024-09494-2,,,,,,,31,31.0,10,3,1,… LLMs can generate code to solve many software engineering tasks and even synthesize … of GP benchmarks for Automatic Programming have been solved with an LLM-supported …,https://link.springer.com/article/10.1007/s10710-024-09494-2,https://scholar.google.com/scholar?q=related:iW1OO-y5TckJ:scholar.google.com/&scioq=%22llm%22%7C%22large+language+model%22%7C%22bert*%22%7C%22transformer%22+benchmark*%7Ceval*%7Cdataset%7Cmetric+%22software+engineering%22%7C%22se%22%7C%22llm4se%22&hl=en&as_sdt=2007&as_ylo=2022
191,130,"M Mizrahi, G Kaplan, D Malkin, R Dror…",State of what art? a call for multi-prompt llm evaluation,2024,Transactions of the …,direct.mit.edu,https://direct.mit.edu/tacl/article/doi/10.1162/tacl_a_00681/123885,https://scholar.google.com/scholar?cites=4579404324926584517&as_sdt=2005&sciodt=2007&hl=en,161,2025-04-10 10:45:08,HTML,10.1162/tacl_a_00681/123885,,,,,,,130,130.0,26,5,1,"… template leads to brittle results is not surprising per se, to the best of our knowledge it has … the LMentry and BBH benchmarks. Paraphrases are created using an LLM and verified by …",https://direct.mit.edu/tacl/article/doi/10.1162/tacl_a_00681/123885,https://scholar.google.com/scholar?q=related:xfYihvhPjT8J:scholar.google.com/&scioq=%22llm%22%7C%22large+language+model%22%7C%22bert*%22%7C%22transformer%22+benchmark*%7Ceval*%7Cdataset%7Cmetric+%22software+engineering%22%7C%22se%22%7C%22llm4se%22&hl=en&as_sdt=2007&as_ylo=2022
192,20,"VM Rao, Z Wan, S Arabshahi, DJ Ma, PY Lee…",Improving across-dataset brain tissue segmentation for MRI imaging using transformer,2022,Frontiers in …,frontiersin.org,https://www.frontiersin.org/articles/10.3389/fnimg.2022.1023481/full,https://scholar.google.com/scholar?cites=975773856577284509&as_sdt=2005&sciodt=2007&hl=en,163,2025-04-10 10:45:08,HTML,10.3389/fnimg.2022.1023481,,,,,,,20,6.67,3,6,3,"… We compared TABS to three other benchmark CNN models in our experiments: vanilla Unet, Unet-SE, and ResUnet. We chose Unet given its prior state of the art performance in 3D …",https://www.frontiersin.org/articles/10.3389/fnimg.2022.1023481/full,https://scholar.google.com/scholar?q=related:nelmFielig0J:scholar.google.com/&scioq=%22llm%22%7C%22large+language+model%22%7C%22bert*%22%7C%22transformer%22+benchmark*%7Ceval*%7Cdataset%7Cmetric+%22software+engineering%22%7C%22se%22%7C%22llm4se%22&hl=en&as_sdt=2007&as_ylo=2022
193,16,"B Li, W Wu, Z Tang, L Shi, J Yang…",Devbench: A comprehensive benchmark for software development,2024,arXiv preprint …,se-research.bytedance.com,https://se-research.bytedance.com/publication/arxiv24a/arxiv24a.pdf,https://scholar.google.com/scholar?cites=16193898059067766695&as_sdt=2005&sciodt=2007&hl=en,14,2025-04-10 10:45:08,PDF,,,,,,,,16,16.0,3,6,1,"… We compare the LLM-as-a-Judge results with human majority annotations. Low agreements are observed with tie considered, which aligns with the findings in previous studies (Zheng …",https://se-research.bytedance.com/publication/arxiv24a/arxiv24a.pdf,https://scholar.google.com/scholar?q=related:pzefW3xIvOAJ:scholar.google.com/&scioq=%22llm%22%7C%22large+language+model%22%7C%22bert*%22%7C%22transformer%22+benchmark*%7Ceval*%7Cdataset%7Cmetric+%22software+engineering%22%7C%22se%22%7C%22llm4se%22&hl=en&as_sdt=2007&as_ylo=2022
194,23,"N Tihanyi, MA Ferrag, R Jain…",Cybermetric: A benchmark dataset for evaluating large language models knowledge in cybersecurity,2024,arXiv preprint arXiv …,researchgate.net,https://www.researchgate.net/profile/Mohamed-Amine-Ferrag/publication/378156241_CyberMetric_A_Benchmark_Dataset_for_Evaluating_Large_Language_Models_Knowledge_in_Cybersecurity/links/65caffe11e1ec12eff8a809d/CyberMetric-A-Benchmark-Dataset-for-Evaluating-Large-Language-Models-Knowledge-in-Cybersecurity.pdf,https://scholar.google.com/scholar?cites=9019973842168125227&as_sdt=2005&sciodt=2007&hl=en,25,2025-04-10 10:45:08,PDF,,,,,,,,23,23.0,6,4,1,"… single material: ”Computer Systems Security: Planning for Success.” … Throughout the assessment, we test the most relevant LLM … We conducted four separate runs for each LLM model …",https://www.researchgate.net/profile/Mohamed-Amine-Ferrag/publication/378156241_CyberMetric_A_Benchmark_Dataset_for_Evaluating_Large_Language_Models_Knowledge_in_Cybersecurity/links/65caffe11e1ec12eff8a809d/CyberMetric-A-Benchmark-Dataset-for-Evaluating-Large-Language-Models-Knowledge-in-Cybersecurity.pdf,https://scholar.google.com/scholar?q=related:Kxe_aWtiLX0J:scholar.google.com/&scioq=%22llm%22%7C%22large+language+model%22%7C%22bert*%22%7C%22transformer%22+benchmark*%7Ceval*%7Cdataset%7Cmetric+%22software+engineering%22%7C%22se%22%7C%22llm4se%22&hl=en&as_sdt=2007&as_ylo=2022
195,20,VM Malode,Benchmarking public large language model,2024,,opus4.kobv.de,https://opus4.kobv.de/opus4-haw/files/4593/I001854150Thesis.pdf,https://scholar.google.com/scholar?cites=10511975828545614083&as_sdt=2005&sciodt=2007&hl=en,33,2025-04-10 10:45:08,PDF,,,,,,,,20,20.0,20,1,1,"… developed by Google, achieved significant success by defeating Lee Se-dol, one of the world’s top … Chapter 5 Evaluation: In this section, we outline the benchmarks and metrics utilized …",https://opus4.kobv.de/opus4-haw/files/4593/I001854150Thesis.pdf,https://scholar.google.com/scholar?q=related:AzH0O1IK4pEJ:scholar.google.com/&scioq=%22llm%22%7C%22large+language+model%22%7C%22bert*%22%7C%22transformer%22+benchmark*%7Ceval*%7Cdataset%7Cmetric+%22software+engineering%22%7C%22se%22%7C%22llm4se%22&hl=en&as_sdt=2007&as_ylo=2022
196,30,"ML Siddiq, JCS Santos",Generate and pray: Using sallms to evaluate the security of llm generated code,2023,arXiv preprint arXiv:2311.00889,lsiddiqsunny.github.io,https://lsiddiqsunny.github.io/public/2311.00889.pdf,https://scholar.google.com/scholar?cites=14015321806626711614&as_sdt=2005&sciodt=2007&hl=en,76,2025-04-10 10:45:08,PDF,,,,,,,,30,15.0,15,2,2,"… on benchmark datasets that are not representative of real software engineering usages which … Thus, we currently lack benchmark datasets that are security-centric, ie, benchmarks that …",https://lsiddiqsunny.github.io/public/2311.00889.pdf,https://scholar.google.com/scholar?q=related:PmjFQO1sgMIJ:scholar.google.com/&scioq=%22llm%22%7C%22large+language+model%22%7C%22bert*%22%7C%22transformer%22+benchmark*%7Ceval*%7Cdataset%7Cmetric+%22software+engineering%22%7C%22se%22%7C%22llm4se%22&hl=en&as_sdt=2007&as_ylo=2022
197,46,"SM Wong, H Leung, KY Wong",Efficiency in language understanding and generation: An evaluation of four open-source large language models,2024,,assets-eu.researchsquare.com,https://assets-eu.researchsquare.com/files/rs-4063228/v1_covered_c9d874ce-2b06-41ed-aac8-fbda3c333399.pdf,https://scholar.google.com/scholar?cites=536790214694997473&as_sdt=2005&sciodt=2007&hl=en,97,2025-04-10 10:45:08,PDF,,,,,,,,46,46.0,15,3,1,… of benchmarks selected for evaluating LLM performance and … the current state of LLM capabilities but also suggests that no … model selection based on specific application requirements. …,https://assets-eu.researchsquare.com/files/rs-4063228/v1_covered_c9d874ce-2b06-41ed-aac8-fbda3c333399.pdf,https://scholar.google.com/scholar?q=related:4Q3NMdsPcwcJ:scholar.google.com/&scioq=%22llm%22%7C%22large+language+model%22%7C%22bert*%22%7C%22transformer%22+benchmark*%7Ceval*%7Cdataset%7Cmetric+%22software+engineering%22%7C%22se%22%7C%22llm4se%22&hl=en&as_sdt=2007&as_ylo=2022
198,62,"Z Gai, L Tong, Q Ge",Achieving higher factual accuracy in llama llm with weighted distribution of retrieval-augmented generation,2024,,files.osf.io,https://files.osf.io/v1/resources/ctw8v_v1/providers/osfstorage/664c901d2f167d17c20e7d42?action=download&direct&version=1,https://scholar.google.com/scholar?cites=4266316317150886718&as_sdt=2005&sciodt=2007&hl=en,122,2025-04-10 10:45:08,PDF,,,,,,,,62,62.0,21,3,1,"… LLM Benchmarks Benchmarks played a crucial role in … a comprehensive assessment of LLM capabilities, covering a … : Evaluation protocols include a series of benchmarks and metrics to …",https://files.osf.io/v1/resources/ctw8v_v1/providers/osfstorage/664c901d2f167d17c20e7d42?action=download&direct&version=1,https://scholar.google.com/scholar?q=related:Pjs7JxYANTsJ:scholar.google.com/&scioq=%22llm%22%7C%22large+language+model%22%7C%22bert*%22%7C%22transformer%22+benchmark*%7Ceval*%7Cdataset%7Cmetric+%22software+engineering%22%7C%22se%22%7C%22llm4se%22&hl=en&as_sdt=2007&as_ylo=2022
199,100,"G Deng, Y Liu, V Mayoral-Vilches, P Liu…",Pentestgpt: An llm-empowered automatic penetration testing tool,2023,arXiv preprint arXiv …,aliasrobotics.com,https://aliasrobotics.com/files/PentestGPT_paper.pdf,https://scholar.google.com/scholar?cites=16649603449090556940&as_sdt=2005&sciodt=2007&hl=en,167,2025-04-10 10:45:08,PDF,,,,,,,,100,50.0,20,5,2,"… Building a novel benchmark, we shed light on LLM performance in this complex area. While LLMs manage basic tasks and use testing tools effectively, they struggle with task-specific …",https://aliasrobotics.com/files/PentestGPT_paper.pdf,https://scholar.google.com/scholar?q=related:DEQpoh9GD-cJ:scholar.google.com/&scioq=%22llm%22%7C%22large+language+model%22%7C%22bert*%22%7C%22transformer%22+benchmark*%7Ceval*%7Cdataset%7Cmetric+%22software+engineering%22%7C%22se%22%7C%22llm4se%22&hl=en&as_sdt=2007&as_ylo=2022
